id,Prioridad,Cantidad,Ventas,Descuento,Modo_envio,Margen,Utilidad,Precio_venta,Precio_costo,Costo_envio,Nombre_cliente,Region,Segmento,Categoria,Subcategoria,Producto,Empaque,fecha_envio
6176,Regular,45,"850,30","0,050",Aereo regular,"0,45","357,9975","19,89","10,94","1,39",Claudia Miner,Peru,Negocio,Elementos de oficina,Sobres,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Caja pequena,2/02/2018
6177,Regular,21,"1.533,42","0,020",Aereo expreso,"0,45","672,8358","74,51","40,98","2,99",Claudia Miner,Peru,Negocio,Elementos de oficina,Carpetas,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Caja pequena,3/02/2018
6178,Normal,27,"284,85","0,000",Aereo regular,"0,36","102,6","10,55","6,75","2,99",Rick Bensley,Paraguay,Consumidor,Elementos de oficina,Carpetas,Wilson Jones DublLock D-Ring Binders,Caja pequena,15/11/2018
6179,Baja,16,"203,98","0,040",Aereo regular,"0,53","104,1408","13,28","6,24","5,22",Christine Sundaresam,Argentina,Negocio,Muebles,Mobiliario,Eldon Expressions Mahogany Wood Desk Collection,Caja pequena,13/01/2019
6180,Regular,23,"698,83","0,040",Aereo regular,"0,51","342,102","31,65","15,51","17,78",Carlos Meador,Colombia,Corporativo,Elementos de oficina,Organizadores,"Tenex File Box, Personal Filing Tote with Lid, Black",Caja pequena,23/07/2017
6181,Normal,40,"331,24","0,090",Aereo regular,"0,42","120,04","9,10","5,28","2,99",Grant Thornton,Bolivia,Corporativo,Elementos de oficina,Carpetas,"Wilson Jones 1"" Hanging DublLock Ring Binders",Caja pequena,10/01/2019
6182,Normal,47,"299,07","0,030",Aereo regular,"0,36","101,6704","6,56","4,20","2,26",Grant Thornton,Bolivia,Corporativo,Elementos de oficina,Papel,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Bolsa,10/01/2019
6183,Regular,40,"1.116,74","0,070",Aereo regular,"0,45","456,344","30,02","16,51","2,99",Corey Catlett,Bolivia,Oficina en casa,Elementos de oficina,Carpetas,JM Magazine Binder,Caja pequena,14/06/2020
6184,Regular,22,"1.980,89","0,010",Aereo regular,"0,39","760,331","90,95","55,48","6,79",Corey Catlett,Bolivia,Oficina en casa,Elementos de oficina,Papel,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Caja pequena,14/06/2020
6185,Regular,45,"6.253,74","0,030",Aereo regular,"0,45","2707,7355","143,27","78,80","35,00",Corey Catlett,Bolivia,Oficina en casa,Elementos de oficina,Organizadores,Space Solutions Industrial Galvanized Steel Shelving.,Caja larga,14/06/2020
6186,Alta,25,"2.125,87","0,020",Aereo regular,"0,47","976,115","86,77","45,99","4,99",Deborah Brumfield,Bolivia,Negocio,Tecnologia,Telefonos,KF 788,Caja pequena,31/10/2018
6187,Alta,9,"48,60","0,100",Aereo regular,"0,40","16,2","6,00","3,60","2,20",Jill Matthias,Bolivia,Consumidor,Elementos de oficina,Papel,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Bolsa,27/02/2017
6188,Alta,46,"280,04","0,090",Aereo regular,"0,51","129,1634","6,69","3,28","5,00",Mick Hernandez,Argentina,Oficina en casa,Elementos de oficina,Boligrafos,Newell 35,Bolsa,11/06/2020
6189,Critica,24,"621,58","0,030",Aereo expreso,"0,46","275,496","26,70","14,42","6,75",Melanie Page,Argentina,Corporativo,Elementos de oficina,Accesorios,Holmes Odor Grabber,Caja mediana,10/12/2019
6190,Critica,17,"3.850,05","0,070",Terrestre,"0,38","1283,3912","243,52","150,98","143,71",Melanie Page,Argentina,Corporativo,Muebles,Tapetes,"Global Airflow Leather Mesh Back Chair, Black",Caja redonda,9/12/2019
6191,Critica,40,"1.424,02","0,010",Aereo regular,"0,50","704,816","35,96","17,98","8,51",Melanie Page,Argentina,Corporativo,Tecnologia,Maquinas de oficina,Canon P1-DHIII Palm Printing Calculator,Caja mediana,9/12/2019
6192,Critica,16,"6.271,69","0,020",Aereo regular,"0,51","3135,8464","399,98","195,99","8,99",Melanie Page,Argentina,Corporativo,Tecnologia,Telefonos,A1228,Caja pequena,8/12/2019
6193,Critica,25,"4.724,63","0,070",Aereo regular,"0,38","1574,8825","203,21","125,99","7,69",Melanie Page,Argentina,Corporativo,Tecnologia,Telefonos,Timeport L7089,Caja pequena,9/12/2019
6194,Baja,36,"1.025,72","0,090",Aereo expreso,"0,46","416,9556","31,31","16,91","6,25",Dorris Love,Chile,Corporativo,Elementos de oficina,Organizadores,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Caja pequena,15/03/2018
6195,Regular,43,"659,86","0,080",Aereo regular,"0,40","229,4308","16,68","10,01","1,99",Michael Oakman,Paraguay,Negocio,Tecnologia,Perifericos,TDK 4.7GB DVD-R,Paquete pequeno,3/05/2018
6196,Regular,30,"6.035,34","0,010",Aereo regular,"0,38","2255,637","203,21","125,99","7,69",Michael Oakman,Paraguay,Negocio,Tecnologia,Telefonos,Timeport L7089,Caja pequena,2/05/2018
6197,Alta,50,"6.122,40","0,040",Aereo regular,"0,42","2423,4","127,55","73,98","14,52",Valerie Dominguez,Paraguay,Corporativo,Tecnologia,Perifericos,Keytronic French Keyboard,Caja pequena,9/02/2020
6198,Critica,42,"2.964,36","0,000",Terrestre,"0,55","1630,44","70,58","31,76","45,51",Anne Pryor,Chile,Corporativo,Muebles,Mesas,Hon iLevel Computer Training Table,Caja grande,20/07/2020
6199,Alta,46,"1.301,34","0,080",Aereo regular,"0,48","565,8","30,75","15,99","13,18",Chloris Kastensmidt,Bolivia,Consumidor,Elementos de oficina,Carpetas,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Caja pequena,8/01/2017
6200,Normal,29,"1.028,25","0,060",Aereo regular,"0,47","448,5372","37,72","19,99","11,17",Tamara Manning,Bolivia,Corporativo,Muebles,Mobiliario,Telescoping Adjustable Floor Lamp,Caja larga,14/01/2017
6201,Normal,36,"16.735,68","0,000",Terrestre,"0,43","7196,4","464,88","264,98","17,86",Tamara Manning,Bolivia,Corporativo,Tecnologia,Maquinas de oficina,Panasonic KX-P1131 Dot Matrix Printer,Caja redonda,15/01/2017
6202,Normal,23,"11.192,89","0,060",Terrestre,"0,38","3810,3502","517,71","320,98","58,95",Tamara Manning,Bolivia,Corporativo,Muebles,Tapetes,Hon 4070 Series Pagoda Round Back Stacking Chairs,Caja redonda,16/01/2017
6203,Critica,42,"1.256,96","0,080",Aereo regular,"0,51","587,4792","32,53","15,94","5,45",Carl Weiss,Paraguay,Consumidor,Elementos de oficina,Boligrafos,Boston 16701 Slimline Battery Pencil Sharpener,Paquete pequeno,14/03/2018
6204,Critica,12,"4.669,83","0,090",Aereo regular,"0,53","2257,9488","427,64","200,99","4,20",Anne Pryor,Chile,Consumidor,Tecnologia,Telefonos,2160i,Caja pequena,22/02/2018
6205,Critica,44,"3.071,22","0,080",Aereo regular,"0,46","1268,5376","75,87","40,97","8,99",Anne Pryor,Chile,Consumidor,Elementos de oficina,Boligrafos,Sanford 52201 APSCO Electric Pencil Sharpener,Paquete pequeno,22/02/2018
6206,Baja,12,"1.218,24","0,000",Aereo regular,"0,35","426,36","101,52","65,99","8,99",Chris Cortes,Colombia,Consumidor,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,18/03/2018
6207,Regular,8,"113,99","0,030",Aereo regular,"0,48","52,8744","14,69","7,64","1,39",Harold Dahlen,Bolivia,Corporativo,Elementos de oficina,Sobres,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Caja pequena,17/09/2017
6208,Regular,15,"929,40","0,000",Aereo regular,"0,50","464,7","61,96","30,98","19,51",Dan Campbell,Colombia,Negocio,Elementos de oficina,Sobres,Staples Colored Interoffice Envelopes,Caja pequena,4/10/2020
6209,Regular,18,"126,20","0,050",Aereo regular,"0,42","49,158","7,38","4,28","6,72",Dan Campbell,Colombia,Negocio,Elementos de oficina,Papel,Xerox 1927,Caja pequena,4/10/2020
6210,Regular,17,"246,57","0,060",Aereo regular,"0,54","125,8714","15,43","7,10","6,05",Dan Campbell,Bolivia,Negocio,Elementos de oficina,Carpetas,"Wilson Jones Hanging View Binder, White, 1""",Caja pequena,4/10/2020
6211,Regular,19,"573,09","0,050",Aereo regular,"0,44","235,2675","31,75","17,78","5,03",Dan Campbell,Bolivia,Negocio,Muebles,Mobiliario,"Seth Thomas 13 1/2"" Wall Clock",Caja pequena,5/10/2020
6212,Normal,46,"572,47","0,050",Aereo regular,"0,49","265,19","13,10","6,68","5,66",John Lee,Paraguay,Corporativo,Elementos de oficina,Papel,Xerox 1923,Caja pequena,9/02/2017
6213,Normal,14,"381,60","0,030",Aereo regular,"0,37","133,798","28,10","17,70","9,47",John Lee,Paraguay,Corporativo,Elementos de oficina,Organizadores,Portfile Personal File Boxes,Caja pequena,7/02/2017
6214,Baja,38,"410,46","0,090",Aereo regular,"0,55","207,5446","11,87","5,34","2,99",Maris LaWare,Bolivia,Oficina en casa,Elementos de oficina,Carpetas,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Caja pequena,21/11/2019
6215,Normal,7,"1.491,16","0,020",Aereo regular,"0,54","791,2282","217,37","99,99","19,99",Shaun Chance,Bolivia,Corporativo,Tecnologia,Perifericos,US Robotics 56K V.92 External Faxmodem,Caja pequena,4/09/2018
6216,Normal,50,"545,45","0,070",Aereo regular,"0,49","246,445","11,73","5,98","0,96",Nathan Cano,Bolivia,Consumidor,Elementos de oficina,Boligrafos,Newell 315,Bolsa,30/05/2019
6217,Critica,45,"10.867,98","0,030",Terrestre,"0,50","5265,927","248,98","124,49","51,94",Keith Herrera,Chile,Corporativo,Muebles,Mesas,Bevis 36 x 72 Conference Tables,Caja grande,12/01/2020
6218,Alta,40,"405,90","0,010",Aereo expreso,"0,43","172,3","10,25","5,84","1,20",Alan Haines,Chile,Consumidor,Elementos de oficina,Boligrafos,Newell 312,Bolsa,13/01/2020
6219,Alta,39,"1.715,57","0,070",Aereo regular,"0,53","848,601","47,30","22,23","5,08",Carlos Soltero,Colombia,Consumidor,Muebles,Mobiliario,"Executive Impressions 14""",Paquete pequeno,30/06/2020
6220,Alta,38,"3.597,61","0,070",Aereo regular,"0,45","1469,992","101,80","55,99","1,25",Carlos Soltero,Colombia,Consumidor,Tecnologia,Telefonos,Accessory2,Paquete pequeno,30/06/2020
6221,Normal,43,"719,82","0,070",Aereo expreso,"0,37","232,2","18,00","11,34","11,25",Theresa Swint,Paraguay,Consumidor,Elementos de oficina,Papel,Staples 1 Part Blank Computer Paper,Caja pequena,5/03/2018
6222,Normal,23,"411,00","0,050",Aereo regular,"0,38","142,8185","18,81","11,66","8,99",Theresa Swint,Paraguay,Consumidor,Elementos de oficina,Boligrafos,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Paquete pequeno,6/03/2018
6223,Baja,23,"2.880,86","0,010",Terrestre,"0,36","1018,5504","126,52","80,97","33,60",Keith Herrera,Chile,Negocio,Tecnologia,Maquinas de oficina,Lexmark Z25 Color Inkjet Printer,Caja redonda,10/07/2018
6224,Critica,16,"204,13","0,090",Aereo expreso,"0,35","58,3712","14,02","9,11","2,15",Elizabeth Moffitt,Bolivia,Consumidor,Elementos de oficina,Papel,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Bolsa,4/01/2017
6225,Critica,43,"929,66","0,080",Aereo regular,"0,36","282,94","23,50","15,04","1,97",Elizabeth Moffitt,Bolivia,Consumidor,Elementos de oficina,Papel,White GlueTop Scratch Pads,Bolsa,2/01/2017
6226,Regular,19,"163,61","0,080",Aereo regular,"0,36","49,8028","9,36","5,99","4,92",Frank Price,Peru,Corporativo,Elementos de oficina,Carpetas,"DXL Angle-View Binders with Locking Rings, Black",Caja pequena,16/04/2020
6227,Regular,20,"2.399,60","0,000",Aereo regular,"0,45","1079,8","119,98","65,99","8,99",Frank Price,Peru,Corporativo,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,16/04/2020
6228,Baja,1,"6,91","0,010",Aereo regular,"0,55","3,7702","6,98","3,14","1,92",John Grady,Bolivia,Corporativo,Elementos de oficina,Tijeras,Serrated Blade or Curved Handle Hand Letter Openers,Bolsa,31/01/2018
6229,Normal,34,"22.980,60","0,100",Aereo regular,"0,51","10468,94","751,00","367,99","19,99",Alan Schoenberger,Bolivia,Corporativo,Elementos de oficina,Carpetas,Ibico Ibimaster 300 Manual Binding System,Caja pequena,14/03/2020
6230,Normal,19,"161,08","0,100",Aereo regular,"0,55","80,522","9,42","4,24","5,41",Alan Schoenberger,Bolivia,Corporativo,Elementos de oficina,Carpetas,Storex DuraTech Recycled Plastic Frosted Binders,Caja pequena,14/03/2020
6231,Alta,35,"294,46","0,060",Aereo regular,"0,41","109,655","8,95","5,28","3,96",Mark Packer,Bolivia,Negocio,Muebles,Mobiliario,"Master Big Foot Doorstop, Beige",Bolsa,7/01/2018
6232,Alta,35,"1.013,13","0,050",Aereo regular,"0,42","394,6775","30,47","17,67","8,99",Gary McGarr,Chile,Oficina en casa,Muebles,Mobiliario,"Executive Impressions 12"" Wall Clock",Paquete pequeno,1/11/2017
6233,Alta,46,"808,13","0,040",Aereo regular,"0,40","303,048","18,30","10,98","3,37",Julie Creighton,Bolivia,Corporativo,Elementos de oficina,Tijeras,Fiskars Softgrip Scissors,Paquete pequeno,20/03/2018
6234,Critica,23,"5.927,34","0,080",Aereo regular,"0,49","2641,5592","280,12","142,86","19,99",Jim Epp,Colombia,Negocio,Elementos de oficina,Organizadores,Letter Size Cart,Caja pequena,31/01/2020
6235,Regular,12,"1.125,96","0,090",Aereo regular,"0,36","334,0812","103,11","65,99","5,31",Cynthia Delaney,Chile,Corporativo,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,23/08/2017
6236,Regular,10,"84,05","0,010",Aereo regular,"0,39","32,251","8,49","5,18","2,04",Cynthia Delaney,Paraguay,Corporativo,Elementos de oficina,Papel,Array Memo Cubes,Bolsa,24/08/2017
6237,Alta,27,"6.661,31","0,020",Terrestre,"0,44","2854,845","251,75","140,98","53,48",Cynthia Arntzen,Argentina,Negocio,Muebles,Librerias,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Caja grande,23/01/2017
6238,Critica,35,"1.084,94","0,040",Aereo expreso,"0,35","350,294","32,29","20,99","3,30",Greg Matthias,Bolivia,Oficina en casa,Tecnologia,Telefonos,Accessory39,Paquete pequeno,4/01/2019
6239,Baja,12,"74,65","0,040",Aereo regular,"0,39","27,2496","6,48","3,95","2,00",Seth Vernon,Bolivia,Oficina en casa,Elementos de oficina,Ligas,Advantus Map Pennant Flags and Round Head Tacks,Bolsa,8/03/2020
6240,Alta,32,"380,74","0,100",Aereo regular,"0,51","173,376","13,22","6,48","2,74",Natalie Webber,Paraguay,Corporativo,Tecnologia,Perifericos,"Sony MFD2HD Formatted Diskettes, 10/Pack",Paquete pequeno,10/08/2018
6241,Alta,29,"3.402,28","0,000",Aereo regular,"0,47","1599,06","117,32","62,18","10,84",Nora Price,Chile,Negocio,Muebles,Mobiliario,Deflect-o Glass Clear Studded Chair Mats,Caja mediana,5/04/2017
6242,Normal,39,"402,07","0,020",Aereo regular,"0,54","213,3144","10,52","4,84","0,71",Erin Smith,Argentina,Oficina en casa,Elementos de oficina,Boligrafos,*Staples* Highlighting Markers,Bolsa,14/05/2018
6243,Regular,11,"3.035,58","0,040",Terrestre,"0,44","1264,7976","287,46","160,98","30,00",Alex Avila,Bolivia,Oficina en casa,Muebles,Tapetes,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Caja redonda,5/11/2017
6244,Regular,43,"1.342,66","0,010",Aereo regular,"0,43","569,5178","31,54","17,98","4,00",Alex Avila,Bolivia,Oficina en casa,Tecnologia,Perifericos,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Caja pequena,5/11/2017
6245,Regular,24,"4.672,85","0,060",Aereo regular,"0,44","1889,0928","207,13","115,99","8,99",Alex Avila,Bolivia,Oficina en casa,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,4/11/2017
6246,Baja,39,"631,72","0,090",Aereo regular,"0,55","319,332","17,80","8,01","2,87",Sally Knutson,Bolivia,Corporativo,Elementos de oficina,Papel,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Bolsa,28/11/2019
6247,Baja,17,"177,83","0,080",Aereo regular,"0,43","67,6668","11,37","6,48","5,84",Sally Knutson,Bolivia,Corporativo,Elementos de oficina,Papel,Xerox 226,Caja pequena,24/11/2019
6248,Baja,49,"3.345,87","0,100",Aereo expreso,"0,46","1338,337","75,87","40,97","8,99",Sally Knutson,Bolivia,Corporativo,Elementos de oficina,Boligrafos,Sanford 52201 APSCO Electric Pencil Sharpener,Paquete pequeno,26/11/2019
6249,Alta,31,"19.876,69","0,010",Aereo expreso,"0,35","6826,3054","647,66","420,98","19,99",Juliana Krohn,Bolivia,Corporativo,Elementos de oficina,Carpetas,GBC DocuBind 200 Manual Binding Machine,Caja pequena,25/03/2020
6250,Alta,34,"7.718,09","0,050",Terrestre,"0,41","2924,765","238,95","140,98","36,09",Juliana Krohn,Bolivia,Corporativo,Muebles,Librerias,"Sauder Forest Hills Library, Woodland Oak Finish",Caja grande,25/03/2020
6251,Alta,1,"5.736,26","0,050",Terrestre,"0,42","2234,1215","6.038,17","3.502,14","8,73",Juliana Krohn,Bolivia,Corporativo,Tecnologia,Maquinas de oficina,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Caja grande,24/03/2020
6252,Alta,10,"619,85","0,070",Aereo regular,"0,46","259,945","66,65","35,99","5,99",Juliana Krohn,Bolivia,Corporativo,Tecnologia,Telefonos,Accessory41,Bolsa,26/03/2020
6253,Normal,49,"958,05","0,060",Aereo regular,"0,50","448,448","20,80","10,40","5,40",Peter Fuller,Paraguay,Corporativo,Muebles,Mobiliario,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Paquete pequeno,23/03/2018
6254,Normal,28,"411,64","0,010",Aereo regular,"0,39","157,962","14,85","9,06","9,86",Peter Fuller,Paraguay,Corporativo,Elementos de oficina,Papel,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Caja pequena,23/03/2018
6255,Normal,41,"531,18","0,020",Aereo regular,"0,51","265,4996","13,22","6,48","5,87",Peter Fuller,Paraguay,Corporativo,Elementos de oficina,Papel,Xerox 229,Caja pequena,23/03/2018
6256,Regular,1,"10,36","0,000",Aereo expreso,"0,50","5,18","10,36","5,18","2,04",Frank Atkinson,Colombia,Corporativo,Elementos de oficina,Papel,Array Memo Cubes,Bolsa,15/06/2019
6257,Baja,15,"138,27","0,090",Aereo expreso,"0,36","41,0745","10,13","6,48","9,68",Grace Kelly,Bolivia,Consumidor,Elementos de oficina,Papel,Xerox 1993,Caja pequena,10/06/2017
6258,Baja,13,"420,67","0,090",Terrestre,"0,41","147,9348","35,56","20,98","45,00",Grace Kelly,Bolivia,Consumidor,Elementos de oficina,Organizadores,"Tennsco Lockers, Sand",Caja redonda,3/06/2017
6259,Baja,8,"817,46","0,040",Aereo regular,"0,38","289,5392","106,44","65,99","8,99",Grace Kelly,Bolivia,Consumidor,Tecnologia,Telefonos,SC-3160,Caja pequena,5/06/2017
6260,Normal,47,"7.800,05","0,070",Aereo regular,"0,35","2348,5195","178,45","115,99","2,50",Alex Russell,Bolivia,Oficina en casa,Tecnologia,Telefonos,StarTAC 7797,Caja pequena,25/01/2018
6261,Normal,49,"10.456,99","0,100",Aereo regular,"0,35","2904,622","237,12","154,13","69,00",Sally Knutson,Bolivia,Corporativo,Muebles,Mesas,Laminate Occasional Tables,Caja larga,30/04/2017
6262,Regular,15,"1.178,15","0,100",Aereo regular,"0,51","536,745","87,27","42,76","6,22",Max Jones,Argentina,Oficina en casa,Elementos de oficina,Organizadores,"SAFCO Mobile Desk Side File, Wire Frame",Caja pequena,14/10/2019
6263,Normal,27,"33.209,55","0,090",Terrestre,"0,40","11313,0891","1.351,63","810,98","16,06",Barry Weirich,Bolivia,Corporativo,Tecnologia,Maquinas de oficina,Okidata ML591 Wide Format Dot Matrix Printer,Caja redonda,9/08/2020
6264,Normal,44,"1.939,96","0,000",Aereo regular,"0,54","1047,64","44,09","20,28","14,39",Maribeth Schnelling,Paraguay,Corporativo,Muebles,Mobiliario,"Career Cubicle Clock, 8 1/4"", Black",Caja pequena,12/02/2017
6265,Regular,25,"128,78","0,060",Aereo regular,"0,40","46,53","5,48","3,29","1,35",Jeremy Farry,Chile,Negocio,Elementos de oficina,Ligas,Acco Hot Clips Clips to Go,Bolsa,17/09/2017
6266,Alta,22,"8.484,96","0,000",Terrestre,"0,41","3478,86","385,68","227,55","32,48",Cynthia Delaney,Chile,Oficina en casa,Muebles,Mesas,Hon Rectangular Conference Tables,Caja grande,3/04/2018
6267,Alta,19,"226,06","0,100",Aereo regular,"0,54","110,542","13,22","6,08","0,91",Keith Dawkins,Paraguay,Oficina en casa,Elementos de oficina,Boligrafos,Zebra Zazzle Fluorescent Highlighters,Bolsa,1/12/2018
6268,Normal,27,"195,62","0,100",Aereo regular,"0,39","63,045","8,05","4,91","4,97",Chris Selesnick,Argentina,Oficina en casa,Elementos de oficina,Carpetas,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Caja pequena,11/04/2020
6269,Normal,43,"2.424,79","0,010",Aereo regular,"0,50","1200,1472","56,96","28,48","1,99",Chris Selesnick,Argentina,Oficina en casa,Tecnologia,Perifericos,"Memorex 4.7GB DVD+RW, 3/Pack",Paquete pequeno,11/04/2020
6270,Baja,50,"2.241,77","0,070",Aereo expreso,"0,38","747,265","48,21","29,89","1,99",Erica Bern,Colombia,Corporativo,Tecnologia,Perifericos,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Paquete pequeno,9/02/2017
6271,Baja,20,"344,16","0,030",Aereo regular,"0,53","177,356","17,74","8,34","4,82",Erica Bern,Colombia,Corporativo,Elementos de oficina,Papel,Southworth 25% Cotton Antique Laid Paper & Envelopes,Caja pequena,8/02/2017
6272,Regular,32,"6.285,91","0,030",Aereo regular,"0,51","3110,5504","202,51","99,23","8,99",Noel Staavos,Argentina,Oficina en casa,Muebles,Mobiliario,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Paquete pequeno,5/12/2018
6273,Regular,16,"199,29","0,020",Aereo regular,"0,49","95,6128","12,71","6,48","9,17",Ann Steele,Bolivia,Corporativo,Elementos de oficina,Papel,Xerox 1996,Caja pequena,11/01/2017
